show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,date_added_clean,duration_minutes,season_count,year_added,release_age,genre_list,genre_Action & Adventure,genre_Anime Features,genre_Anime Series,genre_British TV Shows,genre_Children & Family Movies,genre_Classic & Cult TV,genre_Classic Movies,genre_Comedies,genre_Crime TV Shows,genre_Cult Movies,genre_Documentaries,genre_Docuseries,genre_Dramas,genre_Faith & Spirituality,genre_Horror Movies,genre_Independent Movies,genre_International Movies,genre_International TV Shows,genre_Kids' TV,genre_Korean TV Shows,genre_LGBTQ Movies,genre_Movies,genre_Music & Musicals,genre_Reality TV,genre_Romantic Movies,genre_Romantic TV Shows,genre_Sci-Fi & Fantasy,genre_Science & Nature TV,genre_Spanish-Language TV Shows,genre_Sports Movies,genre_Stand-Up Comedy,genre_Stand-Up Comedy & Talk Shows,genre_TV Action & Adventure,genre_TV Comedies,genre_TV Dramas,genre_TV Horror,genre_TV Mysteries,genre_TV Sci-Fi & Fantasy,genre_TV Shows,genre_TV Thrillers,genre_Teen TV Shows,genre_Thrillers,number_of_genres,director_popularity,add_month,add_day_of_week,days_since_start,country_Canada,country_France,country_India,country_Japan,country_Not Given,country_Other,country_Pakistan,country_South Korea,country_Spain,country_United Kingdom,country_United States
s7187,Movie,Khosla Ka Ghosla,Dibakar Banerjee,India,8/2/2018,2006,TV-14,124 min,"Comedies, Dramas, International Movies",2018-08-02,124,0,2018,12,"['Comedies', 'Dramas', 'International Movies']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,3866,False,False,True,False,False,False,False,False,False,False,False
s7189,Movie,Khubsoorat,Hrishikesh Mukherjee,India,12/31/2019,1980,TV-PG,120 min,"Classic Movies, Comedies, Dramas",2019-12-31,120,0,2019,39,"['Classic Movies', 'Comedies', 'Dramas']",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,1,4382,False,False,True,False,False,False,False,False,False,False,False
s7190,Movie,Khushi,"Surya S.J., Sunil Kumar Agrawal",India,3/1/2018,2003,TV-14,157 min,"Comedies, International Movies, Music & Musicals",2018-03-01,157,0,2018,15,"['Comedies', 'International Movies', 'Music & Musicals']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,3712,False,False,True,False,False,False,False,False,False,False,False
s7191,Movie,Kia and Cosmos,Sudipto Roy,India,5/1/2019,2018,TV-14,124 min,"Dramas, Independent Movies, International Movies",2019-05-01,124,0,2019,1,"['Dramas', 'Independent Movies', 'International Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,2,4138,False,False,True,False,False,False,False,False,False,False,False
s7231,Movie,Krish Trish and Baltiboy: Face Your Fears,Tilak Shetty,India,11/17/2017,2017,TV-Y7,65 min,Children & Family Movies,2017-11-17,65,0,2017,0,['Children & Family Movies'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,4,3608,False,False,True,False,False,False,False,False,False,False,False
s7192,Movie,Kickboxer: Retaliation,Dimitri Logothetis,United States,4/26/2018,2017,R,110 min,Action & Adventure,2018-04-26,110,0,2018,1,['Action & Adventure'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,3768,False,False,False,False,False,False,False,False,False,False,True
s7193,Movie,Kickboxer: Vengeance,John Stockwell,United States,12/8/2016,2016,TV-MA,90 min,Action & Adventure,2016-12-08,90,0,2016,0,['Action & Adventure'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,3,3264,False,False,False,False,False,False,False,False,False,False,True
s7194,Movie,Kicking and Screaming,Noah Baumbach,United States,11/4/2019,1995,R,97 min,"Comedies, Independent Movies, Romantic Movies",2019-11-04,97,0,2019,24,"['Comedies', 'Independent Movies', 'Romantic Movies']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,0,4325,False,False,False,False,False,False,False,False,False,False,True
s7195,Movie,Kid Kulafu,Paul Soriano,Philippines,3/4/2019,2015,TV-14,108 min,"Dramas, International Movies, Sports Movies",2019-03-04,108,0,2019,4,"['Dramas', 'International Movies', 'Sports Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,4080,False,False,False,False,False,True,False,False,False,False,False
s7196,Movie,Kidnapping Mr. Heineken,Daniel Alfredson,Netherlands,9/8/2017,2015,R,95 min,"Action & Adventure, Dramas, International Movies",2017-09-08,95,0,2017,2,"['Action & Adventure', 'Dramas', 'International Movies']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,4,3538,False,False,False,False,False,True,False,False,False,False,False
s7210,TV Show,Kingdoms of the Sky,Steve Greenwood,Not Given,10/1/2018,2018,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",2018-10-01,0,1,2018,0,"['British TV Shows', 'Docuseries', 'Science & Nature TV']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,0,3926,False,False,False,False,True,False,False,False,False,False,False
s7198,Movie,Kill Bill: Vol. 1,Quentin Tarantino,United States,1/1/2020,2003,R,111 min,Action & Adventure,2020-01-01,111,0,2020,17,['Action & Adventure'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,2,4383,False,False,False,False,False,False,False,False,False,False,True
s7199,Movie,Kill Bill: Vol. 2,Quentin Tarantino,United States,1/1/2020,2004,R,137 min,Action & Adventure,2020-01-01,137,0,2020,16,['Action & Adventure'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,2,4383,False,False,False,False,False,False,False,False,False,False,True
s7200,Movie,Kill Command,Steven Gomez,United Kingdom,2/23/2017,2016,TV-MA,100 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",2017-02-23,100,0,2017,1,"['Action & Adventure', 'Independent Movies', 'Sci-Fi & Fantasy']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,3341,False,False,False,False,False,False,False,False,False,True,False
s7201,Movie,Kill Hitler! The Luck of the Devil,Frédéric Tonolli,France,5/1/2019,2015,TV-14,53 min,"Documentaries, International Movies",2019-05-01,53,0,2019,4,"['Documentaries', 'International Movies']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,2,4138,False,True,False,False,False,False,False,False,False,False,False
s7202,Movie,Kill Ratio,Paul Tanter,United States,2/17/2017,2016,TV-MA,87 min,Action & Adventure,2017-02-17,87,0,2017,1,['Action & Adventure'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,3335,False,False,False,False,False,False,False,False,False,False,True
s7203,Movie,Kill the Irishman,Jonathan Hensleigh,United States,8/21/2020,2011,R,106 min,"Action & Adventure, Dramas, Independent Movies",2020-08-21,106,0,2020,9,"['Action & Adventure', 'Dramas', 'Independent Movies']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,4,4616,False,False,False,False,False,False,False,False,False,False,True
s7204,Movie,Killer Klowns from Outer Space,Stephen Chiodo,United States,4/1/2020,1988,PG-13,86 min,"Comedies, Cult Movies, Horror Movies",2020-04-01,86,0,2020,32,"['Comedies', 'Cult Movies', 'Horror Movies']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,4474,False,False,False,False,False,False,False,False,False,False,True
s7205,Movie,Killers,Robert Luketic,United States,1/1/2021,2010,PG-13,100 min,"Action & Adventure, Comedies, Romantic Movies",2021-01-01,100,0,2021,11,"['Action & Adventure', 'Comedies', 'Romantic Movies']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,4,4749,False,False,False,False,False,False,False,False,False,False,True
s7206,Movie,Kills on Wheels,Attila Till,Hungary,3/15/2018,2016,TV-MA,103 min,"Action & Adventure, Dramas, International Movies",2018-03-15,103,0,2018,2,"['Action & Adventure', 'Dramas', 'International Movies']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,3726,False,False,False,False,False,True,False,False,False,False,False
s7207,Movie,Kilo Two Bravo,Paul Katis,United Kingdom,3/1/2019,2014,R,109 min,"Dramas, Independent Movies, Thrillers",2019-03-01,109,0,2019,5,"['Dramas', 'Independent Movies', 'Thrillers']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4,4077,False,False,False,False,False,False,False,False,False,True,False
s7208,Movie,King Jack,Felix Thompson,United States,7/1/2016,2015,NR,81 min,"Dramas, Independent Movies",2016-07-01,81,0,2016,1,"['Dramas', 'Independent Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,4,3104,False,False,False,False,False,False,False,False,False,False,True
s7209,Movie,King's Ransom,Jeffrey W. Byrd,United States,11/1/2019,2005,PG-13,98 min,"Action & Adventure, Comedies",2019-11-01,98,0,2019,14,"['Action & Adventure', 'Comedies']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,4,4322,False,False,False,False,False,False,False,False,False,False,True
s7211,Movie,Kingpin,"Peter Farrelly, Bobby Farrelly",United States,1/1/2020,1996,PG-13,114 min,"Comedies, Cult Movies, Sports Movies",2020-01-01,114,0,2020,24,"['Comedies', 'Cult Movies', 'Sports Movies']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,4383,False,False,False,False,False,False,False,False,False,False,True
s7212,Movie,Kings,Deniz Gamze Ergüven,France,10/29/2018,2017,R,87 min,Dramas,2018-10-29,87,0,2018,1,['Dramas'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,3954,False,True,False,False,False,False,False,False,False,False,False
s7213,Movie,Kis Kisko Pyaar Karoon,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",India,11/1/2017,2015,TV-PG,132 min,"Comedies, International Movies",2017-11-01,132,0,2017,2,"['Comedies', 'International Movies']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11,2,3592,False,False,True,False,False,False,False,False,False,False,False
s7214,Movie,Kiss the Girls,Gary Fleder,United States,1/1/2020,1997,R,116 min,Thrillers,2020-01-01,116,0,2020,23,['Thrillers'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,4383,False,False,False,False,False,False,False,False,False,False,True
s7217,Movie,KL Zombi,Woo Ming Jin,Malaysia,8/21/2017,2013,TV-14,92 min,"Comedies, Horror Movies, International Movies",2017-08-21,92,0,2017,4,"['Comedies', 'Horror Movies', 'International Movies']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,3520,False,False,False,False,False,True,False,False,False,False,False
s7219,Movie,Knock Knock,Eli Roth,United States,11/1/2020,2015,R,99 min,"Horror Movies, Thrillers",2020-11-01,99,0,2020,5,"['Horror Movies', 'Thrillers']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,11,6,4688,False,False,False,False,False,False,False,False,False,False,True
s7220,Movie,Know Your Enemy - Japan,"Frank Capra, Joris Ivens",United States,3/31/2017,1945,TV-14,63 min,"Classic Movies, Documentaries",2017-03-31,63,0,2017,72,"['Classic Movies', 'Documentaries']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,3377,False,False,False,False,False,False,False,False,False,False,True
s7221,Movie,Knowing,Alex Proyas,United States,10/1/2019,2009,PG-13,121 min,"Sci-Fi & Fantasy, Thrillers",2019-10-01,121,0,2019,10,"['Sci-Fi & Fantasy', 'Thrillers']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,10,1,4291,False,False,False,False,False,False,False,False,False,False,True
s7222,Movie,Koko: The Gorilla Who Talks,Jonathan Taylor,United Kingdom,3/1/2017,2016,TV-G,56 min,Documentaries,2017-03-01,56,0,2017,1,['Documentaries'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3347,False,False,False,False,False,False,False,False,False,True,False
s7224,Movie,Kon-Tiki,"Joachim Rønning, Espen Sandberg",United Kingdom,4/26/2019,2012,PG-13,96 min,"Action & Adventure, Dramas, International Movies",2019-04-26,96,0,2019,7,"['Action & Adventure', 'Dramas', 'International Movies']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,4133,False,False,False,False,False,False,False,False,False,True,False
s7225,Movie,Koshish,Gulzar,India,12/31/2019,1972,TV-14,115 min,"International Movies, Romantic Movies",2019-12-31,115,0,2019,47,"['International Movies', 'Romantic Movies']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,1,4382,False,False,True,False,False,False,False,False,False,False,False
s7226,Movie,Kraftidioten,Hans Petter Moland,Norway,1/5/2017,2014,TV-MA,117 min,"Comedies, International Movies, Thrillers",2017-01-05,117,0,2017,3,"['Comedies', 'International Movies', 'Thrillers']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,3,3292,False,False,False,False,False,True,False,False,False,False,False
s7228,Movie,Krish Trish and Baltiboy: Battle of Wits,"Munjal Shroff, Tilak Shetty",Not Given,9/8/2017,2013,TV-Y7,62 min,Children & Family Movies,2017-09-08,62,0,2017,4,['Children & Family Movies'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,4,3538,False,False,False,False,True,False,False,False,False,False,False
s7229,Movie,Krish Trish and Baltiboy: Best Friends Forever,"Munjal Shroff, Tilak Shetty",Not Given,9/8/2017,2016,TV-Y,65 min,Children & Family Movies,2017-09-08,65,0,2017,1,['Children & Family Movies'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,4,3538,False,False,False,False,True,False,False,False,False,False,False
s7230,Movie,Krish Trish and Baltiboy: Comics of India,Tilak Shetty,Not Given,9/8/2017,2012,TV-Y7,61 min,Children & Family Movies,2017-09-08,61,0,2017,5,['Children & Family Movies'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,4,3538,False,False,False,False,True,False,False,False,False,False,False
s7235,Movie,Krisha,Trey Edward Shults,United States,11/7/2018,2015,R,81 min,"Dramas, Independent Movies",2018-11-07,81,0,2018,3,"['Dramas', 'Independent Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,2,3963,False,False,False,False,False,False,False,False,False,False,True
s7237,Movie,Kristy,Oliver Blackburn,United States,10/31/2015,2013,NR,85 min,Horror Movies,2015-10-31,85,0,2015,2,['Horror Movies'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,5,2860,False,False,False,False,False,False,False,False,False,False,True
s7238,Movie,Krystal,William H. Macy,United States,1/1/2019,2017,R,93 min,"Comedies, Dramas",2019-01-01,93,0,2019,2,"['Comedies', 'Dramas']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4018,False,False,False,False,False,False,False,False,False,False,True
s7239,Movie,Kuldip Patwal: I Didn't Do It!,Remy Kohli,India,12/31/2019,2017,TV-MA,126 min,"Dramas, Independent Movies, International Movies",2019-12-31,126,0,2019,2,"['Dramas', 'Independent Movies', 'International Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,12,1,4382,False,False,True,False,False,False,False,False,False,False,False
s7240,Movie,Kung Fu Hustle,Stephen Chow,Hong Kong,4/1/2020,2004,R,99 min,"Action & Adventure, Comedies, Cult Movies",2020-04-01,99,0,2020,16,"['Action & Adventure', 'Comedies', 'Cult Movies']",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,4474,False,False,False,False,False,True,False,False,False,False,False
s7241,Movie,Kung Fu Magoo,Andrés Couturier,Mexico,8/1/2018,2010,TV-Y7,79 min,"Children & Family Movies, Comedies",2018-08-01,79,0,2018,8,"['Children & Family Movies', 'Comedies']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,2,3865,False,False,False,False,False,True,False,False,False,False,False
s7242,Movie,Kung Fu Panda: Holiday,Tim Johnson,United States,12/1/2012,2010,TV-PG,26 min,"Children & Family Movies, Comedies",2012-12-01,26,0,2012,2,"['Children & Family Movies', 'Comedies']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,5,1796,False,False,False,False,False,False,False,False,False,False,True
s7243,Movie,Kung Fu Yoga,Stanley Tong,China,10/6/2017,2017,TV-PG,107 min,"Action & Adventure, Comedies, International Movies",2017-10-06,107,0,2017,0,"['Action & Adventure', 'Comedies', 'International Movies']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,4,3566,False,False,False,False,False,True,False,False,False,False,False
s7245,Movie,Kurt & Courtney,Nick Broomfield,United Kingdom,1/8/2019,1998,R,95 min,"Documentaries, Music & Musicals",2019-01-08,95,0,2019,21,"['Documentaries', 'Music & Musicals']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,4025,False,False,False,False,False,False,False,False,False,True,False
s7247,Movie,Kurtulus Son Durak,Yusuf Pirhasan,Turkey,3/10/2017,2012,TV-MA,100 min,"Comedies, Dramas, International Movies",2017-03-10,100,0,2017,5,"['Comedies', 'Dramas', 'International Movies']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,4,3356,False,False,False,False,False,True,False,False,False,False,False
s7248,Movie,Kya Kehna,Kundan Shah,India,4/1/2018,2000,TV-PG,149 min,"Dramas, International Movies, Romantic Movies",2018-04-01,149,0,2018,18,"['Dramas', 'International Movies', 'Romantic Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,3743,False,False,True,False,False,False,False,False,False,False,False
s7249,Movie,Kygo: Live at the Hollywood Bowl,Devin Chanda,United States,3/12/2018,2017,TV-MA,52 min,Music & Musicals,2018-03-12,52,0,2018,1,['Music & Musicals'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3723,False,False,False,False,False,False,False,False,False,False,True
s7250,Movie,Kyun! Ho Gaya Na,Samir Karnik,India,3/1/2018,2004,TV-PG,165 min,"International Movies, Romantic Movies",2018-03-01,165,0,2018,14,"['International Movies', 'Romantic Movies']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,3712,False,False,True,False,False,False,False,False,False,False,False
s7251,Movie,La Última Fiesta,"Leandro Mark, Nicolás Silbert",Argentina,2/1/2017,2016,TV-MA,104 min,"Comedies, International Movies",2017-02-01,104,0,2017,1,"['Comedies', 'International Movies']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3319,False,False,False,False,False,True,False,False,False,False,False
s7244,Movie,Kuppivala,Suresh Pillai,Not Given,8/1/2018,2017,TV-14,133 min,"Dramas, International Movies, Romantic Movies",2018-08-01,133,0,2018,1,"['Dramas', 'International Movies', 'Romantic Movies']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,2,3865,False,False,False,False,True,False,False,False,False,False,False
s7232,Movie,Krish Trish and Baltiboy: Oversmartness Never Pays,Tilak Shetty,Not Given,9/8/2017,2017,TV-Y7,65 min,Children & Family Movies,2017-09-08,65,0,2017,0,['Children & Family Movies'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,4,3538,False,False,False,False,True,False,False,False,False,False,False
s7234,Movie,Krish Trish and Baltiboy: The Greatest Trick,"Munjal Shroff, Tilak Shetty",Not Given,9/8/2017,2013,TV-Y7,60 min,Children & Family Movies,2017-09-08,60,0,2017,4,['Children & Family Movies'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,4,3538,False,False,False,False,True,False,False,False,False,False,False
s7253,Movie,La Bamba,Luis Valdez,United States,1/1/2020,1987,PG-13,109 min,"Classic Movies, Dramas, Music & Musicals",2020-01-01,109,0,2020,33,"['Classic Movies', 'Dramas', 'Music & Musicals']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4383,False,False,False,False,False,False,False,False,False,False,True
s7254,Movie,La Coppia dei Campioni,Giulio Base,Italy,2/15/2017,2016,TV-MA,88 min,"Comedies, International Movies",2017-02-15,88,0,2017,1,"['Comedies', 'International Movies']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,3333,False,False,False,False,False,True,False,False,False,False,False
s7259,TV Show,La Viuda Negra,Alejandro Lozano,Colombia,1/15/2019,2016,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2019-01-15,0,1,2019,3,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,4032,False,False,False,False,False,True,False,False,False,False,False
s7260,Movie,Laal Rang,Syed Ahmad Afzal,India,3/1/2018,2016,TV-14,143 min,"Dramas, International Movies, Thrillers",2018-03-01,143,0,2018,2,"['Dramas', 'International Movies', 'Thrillers']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,3,3712,False,False,True,False,False,False,False,False,False,False,False
s7261,Movie,Laddaland,Sopon Sukdapisit,Thailand,9/7/2018,2011,TV-MA,112 min,"Horror Movies, International Movies",2018-09-07,112,0,2018,7,"['Horror Movies', 'International Movies']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,4,3902,False,False,False,False,False,True,False,False,False,False,False
